area_code,area_name,gender,age,bmi,wc,fpg,hba1c,sbp,dbp,tg,hdl,ldl,ast,alt,ggtp,hb,nfpg,cre,egfr
1109,埼玉県_北部,m,55,24.3,86.1,104.4,5.8,129.8,82.2,129.0,59.6,124.8,25.1,27.3,49.3,14.9,103.3,1.0,71.1
1109,埼玉県_北部,m,60,24.0,85.9,106.9,5.9,131.7,81.6,127.7,59.7,122.3,25.3,25.8,47.7,14.9,105.7,0.9,68.9
1109,埼玉県_北部,m,65,23.8,85.6,108.5,5.9,133.7,80.5,126.5,59.6,120.1,25.2,24.1,43.5,15.1,106.0,0.9,68.3
1109,埼玉県_北部,m,70,23.5,85.2,109.6,6.0,135.7,79.0,121.2,59.2,117.8,25.4,22.6,38.8,13.4,120.1,0.9,63.4
1109,埼玉県_北部,f,40,22.5,77.6,90.8,5.4,115.7,71.1,77.1,69.6,113.7,19.2,16.8,21.1,12.8,91.9,0.6,82.2
1109,埼玉県_北部,f,45,22.7,78.6,92.3,5.5,119.0,73.0,82.3,70.8,118.5,19.8,17.2,23.3,12.8,93.9,0.6,79.6
1109,埼玉県_北部,f,50,22.8,79.6,93.8,5.6,122.0,74.9,90.4,72.9,128.0,21.7,19.6,26.8,12.9,94.9,0.7,75.5
1109,埼玉県_北部,f,55,22.6,80.2,96.8,5.7,124.3,75.5,95.7,73.3,132.9,23.0,20.9,28.7,13.2,97.1,0.7,73.0
1109,埼玉県_北部,f,60,22.6,80.7,98.1,5.8,127.5,76.1,100.2,72.6,131.7,23.2,20.4,27.6,13.6,96.4,0.7,71.2
1109,埼玉県_北部,f,65,22.6,80.9,100.7,5.8,132.3,76.9,106.6,70.5,130.2,23.9,20.1,25.5,13.4,97.2,0.7,69.1
1109,埼玉県_北部,f,70,22.6,80.8,102.6,5.9,135.7,76.4,108.9,68.8,126.6,24.1,19.3,23.9,13.7,104.0,0.7,68.6
1110,埼玉県_秩父,m,40,24.5,85.3,95.7,5.5,125.0,77.2,132.0,58.5,126.1,25.3,31.6,45.4,14.9,97.3,0.9,79.7
1110,埼玉県_秩父,m,45,24.6,85.5,97.8,5.5,126.2,79.1,136.5,58.4,127.9,25.6,30.3,51.1,15.2,96.8,0.9,75.4
1110,埼玉県_秩父,m,50,24.7,86.1,100.5,5.7,129.0,81.1,137.5,58.6,127.9,25.5,28.7,51.5,15.0,107.0,0.9,71.6
1110,埼玉県_秩父,m,55,24.3,85.5,103.0,5.7,130.7,81.2,140.3,59.4,125.0,25.3,27.1,50.7,14.9,104.1,0.9,71.8
1110,埼玉県_秩父,m,60,24.0,85.7,104.3,5.8,133.2,80.4,132.6,59.5,122.2,25.3,25.3,48.3,14.9,99.2,0.9,70.0
1110,埼玉県_秩父,m,65,23.8,85.0,106.5,5.9,135.2,78.3,131.3,58.4,119.0,25.5,23.9,42.4,11.3,109.9,0.9,64.9
1110,埼玉県_秩父,m,70,23.5,84.6,107.8,6.0,136.5,76.2,131.0,58.5,114.7,25.4,22.0,38.8,0.0,113.7,0.9,68.6
1110,埼玉県_秩父,f,40,22.8,77.9,89.5,5.4,116.6,71.1,81.0,68.7,112.0,19.1,16.4,22.8,12.7,89.8,0.6,81.9
1110,埼玉県_秩父,f,45,22.9,78.5,90.9,5.4,119.3,72.4,85.0,70.0,118.7,20.0,17.2,23.1,12.5,92.4,0.6,81.6
1110,埼玉県_秩父,f,50,23.1,79.6,93.2,5.5,123.2,74.1,92.1,72.3,128.2,21.9,19.8,26.0,13.1,90.2,0.6,78.6
1110,埼玉県_秩父,f,55,22.9,80.4,95.3,5.6,125.9,75.1,100.8,71.8,131.9,23.1,20.6,26.5,13.6,91.3,0.7,72.6
1110,埼玉県_秩父,f,60,22.6,80.3,95.8,5.7,128.9,75.2,103.6,72.0,132.1,23.6,20.4,25.9,13.4,106.5,0.7,70.2
1110,埼玉県_秩父,f,65,22.7,80.3,97.0,5.8,133.6,75.1,111.2,69.5,131.5,24.1,19.7,24.5,0.0,99.2,0.6,74.1
1110,埼玉県_秩父,f,70,22.6,80.3,100.5,5.9,136.4,73.8,116.1,67.7,125.1,24.4,18.9,23.0,13.5,107.1,0.6,72.1
1201,千葉県_千葉,m,40,24.3,85.3,96.4,5.5,121.4,76.3,126.5,58.1,128.7,25.3,33.1,46.7,15.1,94.2,0.9,79.2
1201,千葉県_千葉,m,45,24.7,86.4,98.9,5.6,123.5,78.6,131.5,58.4,130.0,25.5,32.3,50.4,15.0,97.1,0.9,76.1
1201,千葉県_千葉,m,50,24.7,86.7,101.6,5.7,125.3,80.0,132.5,59.0,128.8,25.5,30.4,52.1,15.0,100.5,0.9,73.2
1201,千葉県_千葉,m,55,24.5,86.8,104.1,5.8,126.9,80.6,131.3,60.0,126.2,25.4,28.4,52.1,15.1,103.0,0.9,70.7
1201,千葉県_千葉,m,60,24.3,86.9,106.1,5.8,129.2,80.5,129.0,60.6,123.2,25.3,26.7,50.9,15.0,104.9,0.9,69.1
1201,千葉県_千葉,m,65,24.1,87.1,106.9,5.9,131.3,79.0,126.1,60.6,121.0,25.1,25.0,46.5,14.9,106.2,1.0,66.1
1201,千葉県_千葉,m,70,23.7,86.5,106.8,5.9,132.6,77.3,123.4,60.7,118.7,24.9,23.3,41.1,14.9,103.9,0.9,66.0
1201,千葉県_千葉,f,40,22.2,77.8,90.1,5.4,113.4,70.1,75.2,71.2,113.7,19.1,16.8,21.3,12.8,89.6,0.6,82.1
1201,千葉県_千葉,f,45,22.6,79.0,91.7,5.5,116.8,72.0,81.1,72.5,119.4,20.1,18.0,23.5,12.9,90.8,0.7,78.4
1201,千葉県_千葉,f,50,22.5,79.8,93.1,5.6,119.6,73.7,88.3,75.0,128.9,22.0,20.1,28.1,13.1,92.1,0.7,74.9
1201,千葉県_千葉,f,55,22.4,80.4,95.5,5.6,121.9,74.7,94.2,75.6,133.4,23.1,21.4,30.7,13.5,93.1,0.7,72.4
1201,千葉県_千葉,f,60,22.5,81.3,97.1,5.7,125.5,75.5,98.3,75.0,133.4,23.3,21.0,29.6,13.2,94.1,0.7,71.6
1201,千葉県_千葉,f,65,22.5,81.8,97.6,5.7,129.3,76.0,103.5,73.3,130.9,23.7,20.5,27.8,13.4,98.4,0.7,69.8
1201,千葉県_千葉,f,70,22.5,81.9,98.8,5.7,132.4,75.5,107.9,71.5,127.2,23.8,19.8,25.9,12.6,99.3,0.7,68.6
1202,千葉県_東葛南部,m,40,24.3,85.2,95.8,5.5,121.4,76.5,125.3,57.7,128.6,25.6,33.2,47.5,15.2,94.2,0.9,80.0
1202,千葉県_東葛南部,m,45,24.6,85.9,98.4,5.6,123.4,78.8,131.1,58.1,129.5,25.7,32.4,51.1,15.2,97.0,0.9,76.3
1202,千葉県_東葛南部,m,50,24.6,86.5,101.2,5.7,125.3,80.2,132.0,59.0,128.7,25.6,30.4,52.6,15.2,100.8,0.9,73.9
1202,千葉県_東葛南部,m,55,24.5,86.8,103.9,5.8,126.9,80.9,131.5,59.7,126.1,25.8,28.6,53.2,15.1,103.9,0.9,71.2
1202,千葉県_東葛南部,m,60,24.3,86.7,105.5,5.8,129.3,80.7,128.0,60.6,123.0,25.5,26.5,51.5,14.8,104.4,0.9,68.9
1202,千葉県_東葛南部,m,65,24.1,86.9,105.8,5.8,131.1,79.2,126.1,60.4,121.0,25.2,24.8,46.9,14.9,108.6,0.9,67.2
1202,千葉県_東葛南部,m,70,23.7,86.6,105.7,5.9,132.7,77.3,121.4,60.7,118.6,25.1,23.1,43.0,14.3,112.1,0.9,65.2
1202,千葉県_東葛南部,f,40,22.2,77.6,89.4,5.3,112.6,69.8,74.2,70.8,113.3,19.3,16.7,21.4,12.8,89.6,0.6,83.5
1202,千葉県_東葛南部,f,45,22.4,78.6,91.1,5.4,116.3,72.0,79.0,72.3,119.0,19.9,17.4,23.4,13.0,90.7,0.6,79.9
1202,千葉県_東葛南部,f,50,22.4,79.4,92.5,5.5,119.0,73.6,86.1,74.7,128.3,22.0,19.9,27.8,13.3,92.2,0.7,75.9
1202,千葉県_東葛南部,f,55,22.3,80.1,94.8,5.6,121.4,74.6,91.8,75.2,133.6,23.2,21.2,30.2,13.6,94.2,0.7,73.4
1202,千葉県_東葛南部,f,60,22.4,80.7,96.2,5.7,125.2,75.6,96.9,74.9,133.3,23.4,20.8,29.5,13.6,95.3,0.7,71.6
1202,千葉県_東葛南部,f,65,22.5,81.6,97.0,5.7,129.1,75.8,101.8,73.1,131.3,23.6,20.4,28.1,13.9,99.3,0.7,69.7
1202,千葉県_東葛南部,f,70,22.5,81.9,97.8,5.7,132.2,75.3,105.3,71.7,128.5,23.9,19.6,26.3,13.7,101.4,0.7,68.9
1203,千葉県_東葛北部,m,40,24.3,85.1,95.5,5.5,121.7,76.6,124.4,58.0,129.2,25.4,32.9,46.7,15.2,94.1,0.9,79.6
1203,千葉県_東葛北部,m,45,24.6,85.8,98.3,5.6,123.8,78.9,130.0,58.5,130.7,25.5,32.0,50.1,15.1,98.1,0.9,76.7
1203,千葉県_東葛北部,m,50,24.7,86.5,101.0,5.7,126.0,80.6,133.0,59.0,129.5,25.7,30.5,52.1,15.1,101.0,0.9,73.8
1203,千葉県_東葛北部,m,55,24.5,86.5,104.1,5.8,127.7,81.3,130.8,60.1,126.9,25.5,28.2,52.0,15.2,103.1,0.9,71.2
1203,千葉県_東葛北部,m,60,24.3,86.6,105.5,5.8,130.0,81.2,128.8,60.9,123.3,25.5,26.2,51.5,14.8,104.7,0.9,69.2
1203,千葉県_東葛北部,m,65,24.0,86.5,106.1,5.9,131.9,79.6,124.7,60.6,121.4,25.3,24.7,46.5,15.2,106.7,0.9,67.2
1203,千葉県_東葛北部,m,70,23.7,86.2,105.8,5.9,133.5,77.6,119.2,60.4,118.3,25.0,22.8,41.3,14.4,105.3,0.9,64.1
1203,千葉県_東葛北部,f,40,22.2,77.6,89.5,5.4,113.1,69.8,74.7,71.3,114.2,19.0,16.5,21.3,12.7,89.7,0.6,83.0
1203,千葉県_東葛北部,f,45,22.5,78.8,91.3,5.4,116.9,72.2,79.8,72.9,119.6,19.9,17.5,23.4,12.7,90.9,0.6,79.0
1203,千葉県_東葛北部,f,50,22.6,79.8,92.7,5.5,120.1,73.9,87.4,75.0,129.8,21.9,19.9,27.8,13.2,91.8,0.7,75.5
1203,千葉県_東葛北部,f,55,22.4,80.4,95.0,5.6,122.2,74.8,93.6,75.8,134.5,23.1,21.0,30.0,13.6,94.0,0.7,72.6
1203,千葉県_東葛北部,f,60,22.5,81.0,96.3,5.7,125.7,75.6,96.6,75.3,134.0,23.4,20.7,29.6,13.6,96.3,0.7,71.2
1203,千葉県_東葛北部,f,65,22.5,81.6,97.3,5.7,130.1,76.0,101.0,73.0,131.3,23.5,20.1,27.3,14.0,95.9,0.7,69.8
1203,千葉県_東葛北部,f,70,22.4,81.9,97.7,5.8,133.2,75.6,102.4,71.4,128.0,23.7,19.3,25.6,12.9,97.0,0.7,67.0
1204,千葉県_印旛,m,40,24.5,85.9,96.2,5.5,122.4,76.9,127.0,57.9,129.0,25.5,33.8,47.1,15.1,95.2,0.9,78.5
1204,千葉県_印旛,m,45,24.8,86.6,99.2,5.6,124.4,79.2,133.4,58.3,130.3,25.5,32.3,50.1,15.2,99.9,0.9,75.7
1204,千葉県_印旛,m,50,24.9,87.3,101.7,5.7,126.6,80.7,135.2,58.7,129.5,25.5,30.8,51.3,15.1,99.9,0.9,72.8
1204,千葉県_印旛,m,55,24.6,87.2,104.4,5.8,127.8,81.0,130.2,59.8,127.5,25.4,28.6,51.8,15.1,101.3,0.9,70.5
1204,千葉県_印旛,m,60,24.4,87.3,106.4,5.8,129.7,80.4,130.5,60.3,123.8,25.3,26.8,49.7,14.9,105.6,0.9,69.6
1204,千葉県_印旛,m,65,24.1,87.1,106.1,5.8,131.3,78.6,125.7,60.9,121.9,25.0,24.8,44.1,15.0,107.2,0.9,67.7
1204,千葉県_印旛,m,70,23.7,86.7,105.5,5.9,132.1,75.9,122.7,60.9,119.6,24.9,23.5,39.9,14.8,110.4,0.9,64.6
1204,千葉県_印旛,f,40,22.4,78.5,90.3,5.4,113.8,70.2,76.6,71.1,114.3,19.1,16.8,21.5,12.9,90.3,0.6,82.9
1204,千葉県_印旛,f,45,22.8,79.9,92.0,5.5,117.6,72.3,83.0,72.1,120.1,19.8,17.8,24.1,12.7,91.0,0.6,79.5
1204,千葉県_印旛,f,50,22.9,81.1,93.6,5.6,120.9,74.2,89.5,74.4,129.2,22.0,20.4,28.0,13.1,92.3,0.6,76.2
1204,千葉県_印旛,f,55,22.7,81.5,95.8,5.7,122.6,74.7,95.8,75.1,134.7,23.1,21.7,29.7,13.5,95.4,0.7,73.3
1204,千葉県_印旛,f,60,22.7,82.1,97.3,5.7,126.1,75.2,100.2,74.4,134.5,23.2,21.1,29.6,13.6,95.3,0.7,71.3
1204,千葉県_印旛,f,65,22.6,82.5,97.9,5.7,129.1,74.7,105.0,72.7,132.1,23.3,20.4,27.2,13.2,99.2,0.7,70.5
1204,千葉県_印旛,f,70,22.4,82.5,98.3,5.7,131.7,74.1,107.7,71.4,129.6,23.7,19.7,24.9,13.4,102.8,0.7,69.3
1205,千葉県_香取海匝,m,40,24.8,86.0,95.7,5.5,124.3,78.2,129.4,57.9,127.0,25.0,32.2,46.7,15.2,94.3,0.9,80.6
1205,千葉県_香取海匝,m,45,25.1,87.0,99.9,5.6,127.1,80.7,138.2,57.6,127.6,25.7,32.2,51.5,15.5,98.0,0.9,75.7
1205,千葉県_香取海匝,m,50,25.1,87.4,101.9,5.7,128.9,81.8,139.2,57.9,127.3,25.9,31.0,52.9,14.9,100.9,0.9,74.2
1205,千葉県_香取海匝,m,55,24.6,86.9,104.4,5.8,131.0,82.1,135.6,58.8,124.0,25.3,28.0,51.1,15.1,106.5,0.9,71.9
1205,千葉県_香取海匝,m,60,24.5,87.0,106.6,5.9,132.4,81.5,131.7,58.8,120.6,25.2,26.3,50.3,14.8,108.0,0.9,69.5
1205,千葉県_香取海匝,m,65,24.2,86.7,107.4,5.9,133.5,79.2,132.6,57.4,117.3,24.9,24.7,44.2,14.8,111.6,0.9,66.8
1205,千葉県_香取海匝,m,70,24.0,86.3,109.1,5.9,134.0,76.8,125.4,56.4,114.1,24.3,22.7,37.7,14.7,118.7,1.0,60.9
1205,千葉県_香取海匝,f,40,22.9,78.4,90.1,5.4,116.5,71.5,79.6,68.9,112.7,19.0,17.0,21.2,12.9,91.4,0.6,82.7
1205,千葉県_香取海匝,f,45,23.1,79.4,91.8,5.5,120.0,73.6,86.8,69.5,119.4,19.7,17.8,23.7,12.6,93.4,0.6,79.0
1205,千葉県_香取海匝,f,50,23.3,80.7,93.6,5.6,123.1,75.2,96.0,70.6,127.9,22.1,20.9,28.2,13.6,93.4,0.6,76.5
1205,千葉県_香取海匝,f,55,23.0,80.7,96.5,5.7,125.2,75.7,103.1,71.5,131.3,23.0,21.6,30.3,13.5,98.4,0.6,74.6
1205,千葉県_香取海匝,f,60,23.1,81.6,97.8,5.7,128.4,75.7,106.7,69.8,129.3,23.1,21.2,27.9,13.5,104.1,0.6,72.8
1205,千葉県_香取海匝,f,65,23.0,81.7,99.1,5.8,132.1,75.7,109.4,67.2,126.4,23.0,20.0,25.9,13.4,104.7,0.7,69.8
1205,千葉県_香取海匝,f,70,23.0,82.2,100.2,5.8,134.7,75.1,113.6,65.4,122.4,22.8,18.7,24.3,13.1,107.1,0.6,71.1
1206,千葉県_山武長生夷隅,m,40,24.8,86.0,96.6,5.6,123.9,77.8,129.8,58.1,127.1,25.1,33.0,46.1,15.1,96.1,0.9,78.8
1206,千葉県_山武長生夷隅,m,45,25.1,87.0,99.7,5.7,126.0,80.4,137.9,57.8,128.7,25.6,32.6,50.5,15.4,99.8,0.9,75.6
1206,千葉県_山武長生夷隅,m,50,25.0,87.2,101.5,5.8,128.0,81.4,138.2,58.5,127.5,25.5,30.5,49.9,15.3,101.2,0.9,72.9
1206,千葉県_山武長生夷隅,m,55,24.7,87.0,104.7,5.8,129.3,81.4,134.2,59.3,124.6,25.2,28.3,50.4,15.0,101.8,0.9,70.4
1206,千葉県_山武長生夷隅,m,60,24.4,86.7,106.6,5.9,130.8,80.5,132.9,59.8,121.0,25.2,26.5,48.2,15.1,105.7,0.9,69.4
1206,千葉県_山武長生夷隅,m,65,24.1,86.5,108.2,5.9,132.2,78.5,134.7,58.4,118.1,25.1,24.9,44.5,15.0,110.3,0.9,71.2
1206,千葉県_山武長生夷隅,m,70,23.9,85.9,108.3,6.0,133.4,76.3,132.7,57.9,114.3,24.7,22.9,39.3,14.9,113.7,0.9,65.9
1206,千葉県_山武長生夷隅,f,40,22.9,78.9,91.0,5.4,115.5,71.3,80.2,69.3,113.5,19.3,17.4,21.6,12.7,91.8,0.6,82.0
1206,千葉県_山武長生夷隅,f,45,23.2,80.0,92.5,5.5,119.2,73.5,84.4,70.3,119.1,19.7,17.6,23.6,12.8,91.2,0.6,79.0
1206,千葉県_山武長生夷隅,f,50,23.2,81.2,94.0,5.6,122.8,75.2,97.6,72.0,128.1,22.2,20.7,28.7,13.3,93.6,0.7,75.6
1206,千葉県_山武長生夷隅,f,55,23.1,81.6,96.2,5.7,124.7,75.9,102.1,72.4,132.1,23.2,22.0,29.8,13.7,96.0,0.7,72.5
1206,千葉県_山武長生夷隅,f,60,22.9,81.7,98.2,5.8,127.4,76.0,105.8,72.0,131.0,23.2,20.9,28.4,13.7,98.8,0.7,72.4
1206,千葉県_山武長生夷隅,f,65,23.0,82.0,100.2,5.8,131.0,75.6,111.2,68.9,127.9,23.2,20.1,25.2,13.6,100.9,0.7,70.3
1206,千葉県_山武長生夷隅,f,70,22.9,81.9,100.6,5.9,134.0,74.6,115.1,67.4,123.2,23.5,19.2,24.3,13.6,103.7,0.7,68.6
1207,千葉県_安房,m,40,25.0,86.0,99.7,5.6,125.0,78.1,132.4,57.7,127.6,26.2,33.9,50.7,15.4,93.4,0.9,79.6
1207,千葉県_安房,m,45,25.3,86.6,103.8,5.7,127.4,80.4,136.9,58.6,129.6,26.6,34.0,55.6,15.4,103.2,0.9,75.6
1207,千葉県_安房,m,50,25.1,86.7,105.9,5.8,129.4,82.0,131.5,58.8,127.7,25.9,31.1,52.9,15.3,99.1,0.9,76.4
1207,千葉県_安房,m,55,24.9,86.7,108.4,5.9,130.8,81.9,133.2,59.7,125.1,25.5,28.9,51.7,15.2,113.0,0.9,72.4
1207,千葉県_安房,m,60,24.5,86.5,109.6,5.9,133.0,81.6,130.5,60.2,120.9,25.9,27.7,50.3,15.4,120.5,0.9,72.4
1207,千葉県_安房,m,65,24.2,86.5,108.8,6.0,133.7,80.1,123.2,60.3,119.6,25.1,25.2,45.1,15.1,105.1,1.0,65.8
1207,千葉県_安房,m,70,23.9,86.5,106.3,6.0,135.7,78.4,119.7,60.6,117.0,25.2,23.8,38.9,14.8,102.4,0.9,63.9
1207,千葉県_安房,f,40,22.8,78.3,93.3,5.5,115.6,70.8,77.9,69.5,113.6,19.0,17.0,21.3,12.8,91.8,0.6,84.8
1207,千葉県_安房,f,45,23.3,79.7,95.4,5.5,119.6,73.5,85.6,70.4,119.8,19.6,18.1,23.5,13.0,98.3,0.6,82.1
1207,千葉県_安房,f,50,23.5,81.5,98.1,5.7,122.4,75.3,92.7,72.4,127.7,21.7,20.7,30.6,13.5,93.9,0.6,80.8
1207,千葉県_安房,f,55,23.2,81.9,99.3,5.8,124.5,75.8,97.7,73.2,133.0,23.2,22.5,29.6,13.7,94.7,0.6,75.4
1207,千葉県_安房,f,60,23.1,82.0,99.0,5.8,127.1,75.9,96.5,72.8,131.3,22.8,20.8,27.7,13.4,97.1,0.6,73.5
1207,千葉県_安房,f,65,22.9,82.5,98.8,5.9,131.1,75.8,102.6,71.7,128.9,23.4,20.9,26.2,0.0,101.2,0.6,74.8
1207,千葉県_安房,f,70,22.8,82.9,98.0,5.9,134.0,75.1,101.3,70.7,126.1,23.2,19.4,24.3,11.9,104.3,0.6,69.9
1208,千葉県_君津,m,40,24.9,86.4,97.1,5.5,124.8,77.9,132.8,57.1,132.5,25.7,34.6,46.6,15.3,94.6,0.9,80.6
1208,千葉県_君津,m,45,25.1,87.3,99.9,5.6,127.0,80.1,141.5,57.3,133.5,25.8,33.4,50.4,15.3,100.7,0.9,78.5
1208,千葉県_君津,m,50,25.1,87.8,103.1,5.7,128.6,81.4,139.2,58.0,131.9,25.3,30.8,50.0,15.4,101.3,0.9,73.4
1208,千葉県_君津,m,55,24.9,87.7,105.8,5.8,130.1,81.7,134.0,59.1,129.4,25.3,28.8,49.9,15.3,105.7,0.9,72.2
1208,千葉県_君津,m,60,24.4,87.1,106.7,5.9,131.7,81.2,132.4,60.1,124.3,25.4,26.6,48.9,15.1,106.3,0.9,71.1
1208,千葉県_君津,m,65,24.2,87.1,106.7,5.9,133.2,79.8,127.5,59.9,119.7,25.1,25.1,45.4,14.9,109.6,0.9,68.6
1208,千葉県_君津,m,70,23.8,86.6,105.0,5.9,133.7,77.6,122.8,58.9,114.9,24.5,22.6,39.5,15.4,111.1,1.0,65.4
1208,千葉県_君津,f,40,22.7,78.7,90.3,5.4,116.8,71.4,79.2,69.9,116.0,19.0,17.0,22.4,12.7,90.5,0.6,84.3
1208,千葉県_君津,f,45,23.0,80.0,92.1,5.5,119.6,73.0,85.7,70.9,121.6,19.9,18.0,24.1,13.0,90.0,0.6,80.0
1208,千葉県_君津,f,50,23.1,81.2,94.1,5.6,123.5,75.3,93.4,72.9,130.8,21.8,20.5,27.9,13.3,91.4,0.6,76.1
1208,千葉県_君津,f,55,22.9,81.7,96.0,5.7,125.6,75.8,98.0,74.0,134.8,23.2,21.8,31.0,13.7,95.3,0.7,73.4
1208,千葉県_君津,f,60,22.9,82.4,97.1,5.7,127.9,76.0,103.7,72.2,132.2,23.1,21.0,28.4,13.8,97.0,0.7,73.0
1208,千葉県_君津,f,65,22.8,82.7,98.0,5.7,132.0,76.3,105.8,70.8,127.5,22.9,20.0,26.4,14.1,99.5,0.7,70.6
1208,千葉県_君津,f,70,22.9,83.2,98.4,5.8,134.6,75.8,108.0,68.9,123.0,23.2,19.2,24.8,13.1,101.9,0.6,70.0
1209,千葉県_市原,m,40,24.7,86.0,96.3,5.5,124.5,78.2,127.8,57.6,129.3,25.6,34.0,47.2,15.6,96.7,0.9,80.8
1209,千葉県_市原,m,45,25.0,87.0,99.7,5.6,126.1,80.2,137.1,57.3,129.5,26.0,33.7,51.8,15.0,102.3,0.9,77.8
1209,千葉県_市原,m,50,25.0,87.5,102.7,5.7,128.2,81.8,140.4,57.9,128.7,26.2,31.7,54.6,15.2,105.2,0.9,74.5
1209,千葉県_市原,m,55,24.8,87.6,105.3,5.8,129.5,82.0,136.4,59.1,126.9,26.0,29.3,52.0,15.1,104.0,0.9,72.5
1209,千葉県_市原,m,60,24.5,87.4,106.8,5.9,131.6,81.5,133.4,59.5,122.3,25.6,27.3,50.8,14.6,107.5,0.9,69.6
1209,千葉県_市原,m,65,24.1,87.1,105.8,5.9,133.0,79.7,126.5,59.4,120.7,25.5,25.5,47.4,14.4,107.7,0.9,66.5
1209,千葉県_市原,m,70,23.8,86.7,105.0,5.9,134.1,77.4,120.3,59.3,118.2,25.0,23.5,41.6,12.7,109.9,0.9,64.6
1209,千葉県_市原,f,40,22.7,79.2,90.6,5.4,116.5,71.7,77.3,69.8,114.6,19.3,17.5,21.9,12.8,92.6,0.6,83.3
1209,千葉県_市原,f,45,23.1,80.3,92.2,5.5,120.5,74.1,85.1,70.8,120.3,20.5,19.2,24.9,13.2,92.7,0.6,79.5
1209,千葉県_市原,f,50,23.1,81.5,94.2,5.6,123.4,75.8,93.0,72.9,128.9,21.7,20.5,28.4,13.4,94.7,0.7,75.2
1209,千葉県_市原,f,55,22.9,82.1,96.3,5.7,125.6,76.5,99.9,73.0,133.0,23.0,21.8,30.6,13.9,97.1,0.7,73.5
1209,千葉県_市原,f,60,22.8,82.6,97.4,5.7,128.7,76.7,100.7,72.7,132.4,23.6,21.8,29.9,13.5,97.0,0.7,71.4
1209,千葉県_市原,f,65,22.8,83.0,97.9,5.8,132.6,76.3,104.8,70.5,129.8,23.7,20.9,27.3,13.4,98.0,0.7,69.9
1209,千葉県_市原,f,70,22.8,83.4,98.5,5.8,135.4,75.7,104.0,69.0,125.5,23.8,19.8,25.6,13.5,101.3,0.6,71.4
1301,東京都_区中央部,m,40,24.0,84.7,94.7,5.4,119.8,75.2,124.8,57.7,127.7,25.5,32.2,47.9,15.2,95.6,0.9,80.2
1301,東京都_区中央部,m,45,24.4,85.6,97.5,5.5,121.8,77.7,130.9,58.1,129.3,25.8,31.7,52.0,14.9,96.7,0.9,77.0
1301,東京都_区中央部,m,50,24.5,86.2,100.4,5.6,123.7,79.3,132.1,59.1,128.5,25.6,29.7,53.2,15.1,99.9,0.9,74.3
1301,東京都_区中央部,m,55,24.3,86.5,102.9,5.7,125.3,80.1,130.1,59.9,125.9,25.4,27.8,53.2,15.2,100.8,0.9,72.0
1301,東京都_区中央部,m,60,24.2,86.6,104.4,5.7,127.6,80.0,126.2,60.7,122.8,25.6,26.2,52.1,14.5,105.8,0.9,70.1
1301,東京都_区中央部,m,65,24.1,86.9,105.6,5.8,129.5,79.0,124.8,60.9,119.5,25.5,24.8,48.7,14.8,107.0,0.9,68.3
1301,東京都_区中央部,m,70,23.9,87.0,106.4,5.9,131.1,77.1,122.7,60.1,116.5,25.1,22.9,44.3,14.3,111.2,0.9,65.6
1301,東京都_区中央部,f,40,21.5,76.3,89.3,5.3,109.9,68.3,73.9,71.2,112.1,19.3,16.2,21.6,13.0,88.8,0.6,83.0
1301,東京都_区中央部,f,45,21.9,77.6,90.8,5.3,113.0,70.3,79.2,72.5,117.9,20.2,17.1,24.1,12.9,90.0,0.6,79.3
1301,東京都_区中央部,f,50,22.0,78.7,92.3,5.4,116.0,72.3,85.1,75.0,127.4,22.1,19.4,28.0,13.4,91.5,0.7,75.6
1301,東京都_区中央部,f,55,21.8,79.1,94.5,5.6,118.3,73.4,90.3,76.0,133.1,23.5,20.8,30.7,13.7,93.8,0.7,72.8
1301,東京都_区中央部,f,60,21.9,79.8,95.9,5.6,121.8,74.2,94.2,75.8,132.1,23.7,20.3,30.1,13.9,95.3,0.7,71.1
1301,東京都_区中央部,f,65,22.0,80.8,97.1,5.7,125.5,74.6,99.8,74.1,130.2,23.8,20.0,29.1,13.0,97.7,0.7,68.7
1301,東京都_区中央部,f,70,22.1,81.2,98.3,5.7,129.2,74.4,104.0,72.0,127.2,23.9,19.2,27.1,0.0,101.0,0.7,69.1
1302,東京都_区南部,m,40,24.1,84.8,95.8,5.4,120.7,76.0,127.2,57.8,128.1,25.6,32.6,49.0,15.2,94.3,0.9,80.1
1302,東京都_区南部,m,45,24.4,85.8,98.6,5.5,122.7,78.4,133.6,58.3,129.6,26.0,32.0,52.9,15.1,99.1,0.9,76.5
1302,東京都_区南部,m,50,24.5,86.3,101.1,5.6,124.6,80.0,132.2,59.4,128.1,25.8,30.0,54.2,15.0,100.3,0.9,73.7
1302,東京都_区南部,m,55,24.3,86.4,103.5,5.7,126.3,80.7,131.6,60.2,125.9,25.9,28.1,55.2,15.0,103.4,0.9,71.5
1302,東京都_区南部,m,60,24.2,86.7,105.4,5.8,129.0,80.8,128.4,61.0,122.2,25.8,26.3,54.7,15.1,105.3,0.9,69.6
1302,東京都_区南部,m,65,24.1,87.0,105.9,5.8,130.9,79.3,127.2,60.8,119.3,25.7,24.7,49.8,14.7,108.2,0.9,68.6
1302,東京都_区南部,m,70,23.8,87.2,105.8,5.9,132.7,77.6,121.9,60.6,116.6,25.0,22.9,43.8,11.2,111.5,0.9,66.2
